new_eq_id;term
18209200;http://dbpedia.org/resource/Barack_Obama^^<http://www.w3.org/2001/XMLSchema#string>
18209200;http://af.dbpedia.org/resource/Barack_Obama
18209200;http://als.dbpedia.org/resource/Barack_Obama
18209200;http://am.dbpedia.org/resource/%E1%89%A3%E1%88%AB%E1%8A%AD_%E1%8A%A6%E1%89%A3%E1%88%9B
18209200;http://am.dbpedia.org/resource/ባራክ_ኦባማ
18209200;http://an.dbpedia.org/resource/Barack_Obama
18209200;http://ar.dbpedia.org/resource/%D8%A8%D8%A7%D8%B1%D8%A7%D9%83_%D8%A3%D9%88%D8%A8%D8%A7%D9%85%D8%A7
18209200;http://ar.dbpedia.org/resource/باراك_أوباما
18209200;http://arz.dbpedia.org/resource/%D8%A8%D8%A7%D8%B1%D8%A7%D9%83_%D8%A7%D9%88%D8%A8%D8%A7%D9%85%D8%A7
18209200;http://arz.dbpedia.org/resource/باراك_اوباما
18209200;http://ast.dbpedia.org/resource/Barack_Obama
18209200;http://az.dbpedia.org/resource/Barak_Obama
18209200;http://ba.dbpedia.org/resource/%D0%91%D0%B0%D1%80%D0%B0%D0%BA_%D0%9E%D0%B1%D0%B0%D0%BC%D0%B0
18209200;http://ba.dbpedia.org/resource/Барак_Обама
18209200;http://bat-smg.dbpedia.org/resource/Baraks_Obama
18209200;http://be-x-old.dbpedia.org/resource/%D0%91%D0%B0%D1%80%D0%B0%D0%BA_%D0%90%D0%B1%D0%B0%D0%BC%D0%B0
18209200;http://be-x-old.dbpedia.org/resource/Барак_Абама
18209200;http://be.dbpedia.org/resource/%D0%91%D0%B0%D1%80%D0%B0%D0%BA_%D0%90%D0%B1%D0%B0%D0%BC%D0%B0
18209200;http://be.dbpedia.org/resource/Барак_Абама
18209200;http://bg.dbpedia.org/resource/%D0%91%D0%B0%D1%80%D0%B0%D0%BA_%D0%9E%D0%B1%D0%B0%D0%BC%D0%B0
18209200;http://bg.dbpedia.org/resource/Барак_Обама
18209200;http://bn.dbpedia.org/resource/%E0%A6%AC%E0%A6%BE%E0%A6%B0%E0%A6%BE%E0%A6%95_%E0%A6%93%E0%A6%AC%E0%A6%BE%E0%A6%AE%E0%A6%BE
18209200;http://bn.dbpedia.org/resource/বারাক_ওবামা
18209200;http://br.dbpedia.org/resource/Barack_Obama
18209200;http://bs.dbpedia.org/resource/Barack_Obama
18209200;http://ca.dbpedia.org/resource/Barack_Hussein_Obama
18209200;http://ca.dbpedia.org/resource/Barack_Obama
18209200;http://ceb.dbpedia.org/resource/Barack_Obama
18209200;http://ckb.dbpedia.org/resource/%D8%A8%D8%A7%D8%B1%D8%A7%DA%A9_%D8%A6%DB%86%D8%A8%D8%A7%D9%85%D8%A7
18209200;http://ckb.dbpedia.org/resource/باراک_ئۆباما
18209200;http://commons.dbpedia.org/resource/Barack_Obama
18209200;http://cs.dbpedia.org/resource/Barack_Obama
18209200;http://cv.dbpedia.org/resource/%D0%91%D0%B0%D1%80%D0%B0%D0%BA_%D0%9E%D0%B1%D0%B0%D0%BC%D0%B0
18209200;http://cv.dbpedia.org/resource/Барак_Обама
18209200;http://cy.dbpedia.org/resource/Barack_Obama
18209200;http://d-nb.info/gnd/132522136
18209200;http://da.dbpedia.org/resource/Barack_Obama
18209200;http://data.bibsys.no/data/notrbib/authorityentry/x08001369
18209200;http://data.nytimes.com/47452218948077706853
18209200;http://data.nytimes.com/obama_barack_per
18209200;http://dbpedia.org/resource/%27Barry%27_Obama
18209200;http://dbpedia.org/resource/'Barry'_Obama
18209200;http://dbpedia.org/resource/08ama
18209200;http://dbpedia.org/resource/44th_President_of_the_United_States
18209200;http://dbpedia.org/resource/44th_president_of_the_united_states_of_america
18209200;http://dbpedia.org/resource/African_American_President
18209200;http://dbpedia.org/resource/B-Rock_%22The_Islamic_Shock%22_Hussein_Superallah_Obama
18209200;http://dbpedia.org/resource/B._Hussein_Obama
18209200;http://dbpedia.org/resource/B._Obama
18209200;http://dbpedia.org/resource/B._hussein_obama
18209200;http://dbpedia.org/resource/BARACK_OBAMA
18209200;http://dbpedia.org/resource/BHOII
18209200;http://dbpedia.org/resource/BObama
18209200;http://dbpedia.org/resource/B_hussein_obama
18209200;http://dbpedia.org/resource/Bacak_Obama
18209200;http://dbpedia.org/resource/Barac_Obama
18209200;http://dbpedia.org/resource/Barac_obama
18209200;http://dbpedia.org/resource/Barach_Obama
18209200;http://dbpedia.org/resource/Barack
18209200;http://dbpedia.org/resource/Barack_H._Obama
18209200;http://dbpedia.org/resource/Barack_H._Obama%2C_Jr
18209200;http://dbpedia.org/resource/Barack_H._Obama%2C_Jr.
18209200;http://dbpedia.org/resource/Barack_H._Obama%2C_Junior
18209200;http://dbpedia.org/resource/Barack_H._Obama,_Jr
18209200;http://dbpedia.org/resource/Barack_H._Obama,_Jr.
