term1;term2;error_degree;weight;eq_id;eq_size;community
116663281;http://be.dbpedia.org/resource/Барак_Абама;http://www.wikidata.org/entity/Q76;0.24;2;5723;14916;0
116663282;http://be.dbpedia.org/resource/Барак_Абама;http://yi.dbpedia.org/resource/באראק_אבאמא;0.24;2;5723;14916;0
116663283;http://be.dbpedia.org/resource/Барак_Абама;http://yo.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663284;http://be.dbpedia.org/resource/Барак_Абама;http://zh-min-nan.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663285;http://be.dbpedia.org/resource/Барак_Абама;http://zh-yue.dbpedia.org/resource/奧巴馬;0.24;2;5723;14916;0
116663286;http://be.dbpedia.org/resource/Барак_Абама;http://zh.dbpedia.org/resource/贝拉克·奥巴马;0.24;2;5723;14916;0
116663287;http://bg.dbpedia.org/resource/%D0%91%D0%B0%D1%80%D0%B0%D0%BA_%D0%9E%D0%B1%D0%B0%D0%BC%D0%B0;http://bg.dbpedia.org/resource/Барак_Обама;0.49;1;5723;14916;0
116663288;http://bg.dbpedia.org/resource/Барак_Обама;http://bn.dbpedia.org/resource/বারাক_ওবামা;0.24;2;5723;14916;0
116663289;http://bg.dbpedia.org/resource/Барак_Обама;http://br.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663290;http://bg.dbpedia.org/resource/Барак_Обама;http://bs.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663291;http://bg.dbpedia.org/resource/Барак_Обама;http://ca.dbpedia.org/resource/Barack_Hussein_Obama;0.24;2;5723;14916;0
116663292;http://bg.dbpedia.org/resource/Барак_Обама;http://ca.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663293;http://bg.dbpedia.org/resource/Барак_Обама;http://ceb.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663294;http://bg.dbpedia.org/resource/Барак_Обама;http://ckb.dbpedia.org/resource/باراک_ئۆباما;0.24;2;5723;14916;0
116663295;http://bg.dbpedia.org/resource/Барак_Обама;http://commons.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663296;http://bg.dbpedia.org/resource/Барак_Обама;http://cs.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663297;http://bg.dbpedia.org/resource/Барак_Обама;http://cv.dbpedia.org/resource/Барак_Обама;0.24;2;5723;14916;0
116663298;http://bg.dbpedia.org/resource/Барак_Обама;http://cy.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663299;http://bg.dbpedia.org/resource/Барак_Обама;http://da.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663300;http://bg.dbpedia.org/resource/Барак_Обама;http://dbpedia.org/resource/Barack_Obama;0.49;2;5723;14916;0-3
116663301;http://bg.dbpedia.org/resource/Барак_Обама;http://de.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663302;http://bg.dbpedia.org/resource/Барак_Обама;http://diq.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663303;http://bg.dbpedia.org/resource/Барак_Обама;http://el.dbpedia.org/resource/Μπαράκ_Ομπάμα;0.24;2;5723;14916;0
116663304;http://bg.dbpedia.org/resource/Барак_Обама;http://eo.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663305;http://bg.dbpedia.org/resource/Барак_Обама;http://es.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663306;http://bg.dbpedia.org/resource/Барак_Обама;http://et.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663307;http://bg.dbpedia.org/resource/Барак_Обама;http://eu.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663308;http://bg.dbpedia.org/resource/Барак_Обама;http://fa.dbpedia.org/resource/باراک_اوباما;0.24;2;5723;14916;0
116663309;http://bg.dbpedia.org/resource/Барак_Обама;http://fi.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663310;http://bg.dbpedia.org/resource/Барак_Обама;http://fr.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663311;http://bg.dbpedia.org/resource/Барак_Обама;http://fy.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663312;http://bg.dbpedia.org/resource/Барак_Обама;http://ga.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663313;http://bg.dbpedia.org/resource/Барак_Обама;http://gd.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663314;http://bg.dbpedia.org/resource/Барак_Обама;http://gl.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663315;http://bg.dbpedia.org/resource/Барак_Обама;http://he.dbpedia.org/resource/ברק_אובמה;0.24;2;5723;14916;0
116663316;http://bg.dbpedia.org/resource/Барак_Обама;http://hi.dbpedia.org/resource/बराक_ओबामा;0.24;2;5723;14916;0
116663317;http://bg.dbpedia.org/resource/Барак_Обама;http://hr.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663318;http://bg.dbpedia.org/resource/Барак_Обама;http://ht.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663319;http://bg.dbpedia.org/resource/Барак_Обама;http://hu.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663320;http://bg.dbpedia.org/resource/Барак_Обама;http://hy.dbpedia.org/resource/Բարաք_Օբամա;0.24;2;5723;14916;0
116663321;http://bg.dbpedia.org/resource/Барак_Обама;http://ia.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663322;http://bg.dbpedia.org/resource/Барак_Обама;http://id.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663323;http://bg.dbpedia.org/resource/Барак_Обама;http://io.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663324;http://bg.dbpedia.org/resource/Барак_Обама;http://is.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663325;http://bg.dbpedia.org/resource/Барак_Обама;http://it.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663326;http://bg.dbpedia.org/resource/Барак_Обама;http://ja.dbpedia.org/resource/バラク・オバマ;0.24;2;5723;14916;0
116663327;http://bg.dbpedia.org/resource/Барак_Обама;http://jv.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663328;http://bg.dbpedia.org/resource/Барак_Обама;http://ka.dbpedia.org/resource/ბარაკ_ობამა;0.24;2;5723;14916;0
116663329;http://bg.dbpedia.org/resource/Барак_Обама;http://kk.dbpedia.org/resource/Барак_Обама;0.24;2;5723;14916;0
116663330;http://bg.dbpedia.org/resource/Барак_Обама;http://kn.dbpedia.org/resource/ಬರಾಕ್_ಒಬಾಮ;0.24;2;5723;14916;0
116663331;http://bg.dbpedia.org/resource/Барак_Обама;http://ko.dbpedia.org/resource/버락_오바마;0.24;2;5723;14916;0
116663332;http://bg.dbpedia.org/resource/Барак_Обама;http://ku.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663333;http://bg.dbpedia.org/resource/Барак_Обама;http://ky.dbpedia.org/resource/Барак_Хусеин_Обама;0.24;2;5723;14916;0
116663334;http://bg.dbpedia.org/resource/Барак_Обама;http://la.dbpedia.org/resource/Baracus_Obama;0.24;2;5723;14916;0
116663335;http://bg.dbpedia.org/resource/Барак_Обама;http://lb.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663336;http://bg.dbpedia.org/resource/Барак_Обама;http://lmo.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663337;http://bg.dbpedia.org/resource/Барак_Обама;http://lt.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663338;http://bg.dbpedia.org/resource/Барак_Обама;http://lv.dbpedia.org/resource/Baraks_Obama;0.24;2;5723;14916;0
116663339;http://bg.dbpedia.org/resource/Барак_Обама;http://map-bms.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663340;http://bg.dbpedia.org/resource/Барак_Обама;http://mg.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663341;http://bg.dbpedia.org/resource/Барак_Обама;http://mk.dbpedia.org/resource/Барак_Обама;0.24;2;5723;14916;0
116663342;http://bg.dbpedia.org/resource/Барак_Обама;http://ml.dbpedia.org/resource/ബറാക്ക്_ഒബാമ;0.24;2;5723;14916;0
116663343;http://bg.dbpedia.org/resource/Барак_Обама;http://mr.dbpedia.org/resource/बराक_ओबामा;0.24;2;5723;14916;0
116663344;http://bg.dbpedia.org/resource/Барак_Обама;http://ms.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663345;http://bg.dbpedia.org/resource/Барак_Обама;http://my.dbpedia.org/resource/ဘာရက်_အိုဘားမား;0.24;2;5723;14916;0
116663346;http://bg.dbpedia.org/resource/Барак_Обама;http://my.dbpedia.org/resource/ဘာရတ်အိုဘားမား;0.24;2;5723;14916;0
116663347;http://bg.dbpedia.org/resource/Барак_Обама;http://mzn.dbpedia.org/resource/باراک_اوباما;0.24;2;5723;14916;0
116663348;http://bg.dbpedia.org/resource/Барак_Обама;http://nap.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663349;http://bg.dbpedia.org/resource/Барак_Обама;http://nds.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663350;http://bg.dbpedia.org/resource/Барак_Обама;http://ne.dbpedia.org/resource/बाराक_ओबामा;0.24;2;5723;14916;0
116663351;http://bg.dbpedia.org/resource/Барак_Обама;http://nl.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663352;http://bg.dbpedia.org/resource/Барак_Обама;http://nn.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663353;http://bg.dbpedia.org/resource/Барак_Обама;http://no.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663354;http://bg.dbpedia.org/resource/Барак_Обама;http://oc.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663355;http://bg.dbpedia.org/resource/Барак_Обама;http://pl.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663356;http://bg.dbpedia.org/resource/Барак_Обама;http://pms.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663357;http://bg.dbpedia.org/resource/Барак_Обама;http://pnb.dbpedia.org/resource/بارک_اوبامہ;0.24;2;5723;14916;0
116663358;http://bg.dbpedia.org/resource/Барак_Обама;http://pt.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663359;http://bg.dbpedia.org/resource/Барак_Обама;http://qu.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663360;http://bg.dbpedia.org/resource/Барак_Обама;http://rdf.freebase.com/ns/m.02mjmr;0.49;1;5723;14916;0
116663361;http://bg.dbpedia.org/resource/Барак_Обама;http://ro.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663362;http://bg.dbpedia.org/resource/Барак_Обама;http://ru.dbpedia.org/resource/Обама,_Барак;0.24;2;5723;14916;0
116663363;http://bg.dbpedia.org/resource/Барак_Обама;http://scn.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663364;http://bg.dbpedia.org/resource/Барак_Обама;http://sco.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663365;http://bg.dbpedia.org/resource/Барак_Обама;http://sh.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663366;http://bg.dbpedia.org/resource/Барак_Обама;http://simple.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663367;http://bg.dbpedia.org/resource/Барак_Обама;http://sk.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663368;http://bg.dbpedia.org/resource/Барак_Обама;http://sl.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663369;http://bg.dbpedia.org/resource/Барак_Обама;http://sq.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663370;http://bg.dbpedia.org/resource/Барак_Обама;http://sr.dbpedia.org/resource/Барак_Обама;0.24;2;5723;14916;0
116663371;http://bg.dbpedia.org/resource/Барак_Обама;http://su.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663372;http://bg.dbpedia.org/resource/Барак_Обама;http://sv.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663373;http://bg.dbpedia.org/resource/Барак_Обама;http://sw.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663374;http://bg.dbpedia.org/resource/Барак_Обама;http://ta.dbpedia.org/resource/பராக்_ஒபாமா;0.24;2;5723;14916;0
116663375;http://bg.dbpedia.org/resource/Барак_Обама;http://te.dbpedia.org/resource/బరాక్_ఒబామా;0.24;2;5723;14916;0
116663376;http://bg.dbpedia.org/resource/Барак_Обама;http://tg.dbpedia.org/resource/Барак_Обама;0.24;2;5723;14916;0
116663377;http://bg.dbpedia.org/resource/Барак_Обама;http://tg.dbpedia.org/resource/Барак_Ҳусейн_Обама;0.24;2;5723;14916;0
116663378;http://bg.dbpedia.org/resource/Барак_Обама;http://th.dbpedia.org/resource/บารัก_โอบามา;0.24;2;5723;14916;0
116663379;http://bg.dbpedia.org/resource/Барак_Обама;http://th.dbpedia.org/resource/บารัค_โอบามา;0.24;2;5723;14916;0
116663380;http://bg.dbpedia.org/resource/Барак_Обама;http://tl.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663381;http://bg.dbpedia.org/resource/Барак_Обама;http://tr.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663382;http://bg.dbpedia.org/resource/Барак_Обама;http://tt.dbpedia.org/resource/Baraq_Husseyın_Obama_II;0.24;2;5723;14916;0
116663383;http://bg.dbpedia.org/resource/Барак_Обама;http://tt.dbpedia.org/resource/Барак_Обама;0.24;2;5723;14916;0
116663384;http://bg.dbpedia.org/resource/Барак_Обама;http://uk.dbpedia.org/resource/Барак_Обама;0.24;2;5723;14916;0
116663385;http://bg.dbpedia.org/resource/Барак_Обама;http://ur.dbpedia.org/resource/بارک_اوبامہ;0.24;2;5723;14916;0
116663386;http://bg.dbpedia.org/resource/Барак_Обама;http://uz.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663387;http://bg.dbpedia.org/resource/Барак_Обама;http://vec.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663388;http://bg.dbpedia.org/resource/Барак_Обама;http://vi.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663389;http://bg.dbpedia.org/resource/Барак_Обама;http://wa.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663390;http://bg.dbpedia.org/resource/Барак_Обама;http://war.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663391;http://bg.dbpedia.org/resource/Барак_Обама;http://www.wikidata.org/entity/Q76;0.24;2;5723;14916;0
116663392;http://bg.dbpedia.org/resource/Барак_Обама;http://yi.dbpedia.org/resource/באראק_אבאמא;0.24;2;5723;14916;0
116663393;http://bg.dbpedia.org/resource/Барак_Обама;http://yo.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663394;http://bg.dbpedia.org/resource/Барак_Обама;http://zh-min-nan.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663395;http://bg.dbpedia.org/resource/Барак_Обама;http://zh-yue.dbpedia.org/resource/奧巴馬;0.24;2;5723;14916;0
116663396;http://bg.dbpedia.org/resource/Барак_Обама;http://zh.dbpedia.org/resource/贝拉克·奥巴马;0.24;2;5723;14916;0
116663397;http://bn.dbpedia.org/resource/%E0%A6%AC%E0%A6%BE%E0%A6%B0%E0%A6%BE%E0%A6%95_%E0%A6%93%E0%A6%AC%E0%A6%BE%E0%A6%AE%E0%A6%BE;http://bn.dbpedia.org/resource/বারাক_ওবামা;0.49;1;5723;14916;0
116663398;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://br.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663399;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://bs.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663400;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://ca.dbpedia.org/resource/Barack_Hussein_Obama;0.24;2;5723;14916;0
116663401;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://ca.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663402;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://ceb.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663403;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://ckb.dbpedia.org/resource/باراک_ئۆباما;0.24;2;5723;14916;0
116663404;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://commons.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663405;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://cs.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663406;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://cv.dbpedia.org/resource/Барак_Обама;0.24;2;5723;14916;0
116663407;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://cy.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663408;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://da.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663409;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://dbpedia.org/resource/Barack_Obama;0.49;2;5723;14916;0-3
116663410;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://de.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663411;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://diq.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663412;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://el.dbpedia.org/resource/Μπαράκ_Ομπάμα;0.24;2;5723;14916;0
116663413;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://eo.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663414;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://es.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663415;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://et.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663416;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://eu.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663417;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://fa.dbpedia.org/resource/باراک_اوباما;0.24;2;5723;14916;0
116663418;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://fi.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663419;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://fr.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663420;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://fy.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663421;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://ga.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663422;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://gd.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663423;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://gl.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663424;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://he.dbpedia.org/resource/ברק_אובמה;0.24;2;5723;14916;0
116663425;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://hi.dbpedia.org/resource/बराक_ओबामा;0.24;2;5723;14916;0
116663426;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://hr.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663427;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://ht.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663428;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://hu.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663429;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://hy.dbpedia.org/resource/Բարաք_Օբամա;0.24;2;5723;14916;0
116663430;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://ia.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663431;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://id.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663432;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://io.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663433;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://is.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663434;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://it.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663435;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://ja.dbpedia.org/resource/バラク・オバマ;0.24;2;5723;14916;0
116663436;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://jv.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663437;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://ka.dbpedia.org/resource/ბარაკ_ობამა;0.24;2;5723;14916;0
116663438;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://kk.dbpedia.org/resource/Барак_Обама;0.24;2;5723;14916;0
116663439;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://kn.dbpedia.org/resource/ಬರಾಕ್_ಒಬಾಮ;0.24;2;5723;14916;0
116663440;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://ko.dbpedia.org/resource/버락_오바마;0.24;2;5723;14916;0
116663441;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://ku.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663442;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://ky.dbpedia.org/resource/Барак_Хусеин_Обама;0.24;2;5723;14916;0
116663443;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://la.dbpedia.org/resource/Baracus_Obama;0.24;2;5723;14916;0
116663444;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://lb.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663445;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://lmo.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663446;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://lt.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663447;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://lv.dbpedia.org/resource/Baraks_Obama;0.24;2;5723;14916;0
116663448;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://map-bms.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663449;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://mg.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663450;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://mk.dbpedia.org/resource/Барак_Обама;0.24;2;5723;14916;0
116663451;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://ml.dbpedia.org/resource/ബറാക്ക്_ഒബാമ;0.24;2;5723;14916;0
116663452;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://mr.dbpedia.org/resource/बराक_ओबामा;0.24;2;5723;14916;0
116663453;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://ms.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663454;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://my.dbpedia.org/resource/ဘာရက်_အိုဘားမား;0.24;2;5723;14916;0
116663455;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://my.dbpedia.org/resource/ဘာရတ်အိုဘားမား;0.24;2;5723;14916;0
116663456;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://mzn.dbpedia.org/resource/باراک_اوباما;0.24;2;5723;14916;0
116663457;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://nap.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663458;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://nds.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663459;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://ne.dbpedia.org/resource/बाराक_ओबामा;0.24;2;5723;14916;0
116663460;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://nl.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663461;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://nn.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663462;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://no.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663463;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://oc.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663464;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://pl.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663465;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://pms.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663466;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://pnb.dbpedia.org/resource/بارک_اوبامہ;0.24;2;5723;14916;0
116663467;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://pt.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663468;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://qu.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663469;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://ro.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663470;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://ru.dbpedia.org/resource/Обама,_Барак;0.24;2;5723;14916;0
116663471;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://scn.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663472;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://sco.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663473;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://sh.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663474;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://simple.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663475;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://sk.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663476;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://sl.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663477;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://sq.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663478;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://sr.dbpedia.org/resource/Барак_Обама;0.24;2;5723;14916;0
116663479;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://su.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663480;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://sv.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663481;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://sw.dbpedia.org/resource/Barack_Obama;0.24;2;5723;14916;0
116663482;http://bn.dbpedia.org/resource/বারাক_ওবামা;http://ta.dbpedia.org/resource/பராக்_ஒபாமா;0.24;2;5723;14916;0
